Row_ID;Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Category;Sub_Category;Product_Name;Sales;Quantity;Discount;Profit;Latitude;Longitude;Geo
6703;CA-2015-153535;20.05.2018;24.05.2018;Standard Class;SG-20470;Sheri Gordon;Consumer;United States;Wilson;North Carolina;27893;South;OFF-BI-10001031;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones;6,41;4;0,7;-4,91;35,721;-77,915;[35,721,-77,915]
6702;CA-2015-153535;20.05.2018;24.05.2018;Standard Class;SG-20470;Sheri Gordon;Consumer;United States;Wilson;North Carolina;27893;South;FUR-FU-10001986;Furniture;Furnishings;"Dana Fluorescent Magnifying Lamp, White, 36""";163,14;4;0,2;20,39;35,721;-77,915;[35,721,-77,915]
5248;US-2015-168914;21.05.2018;27.05.2018;Standard Class;JE-15745;Joel Eaton;Consumer;United States;Frankfort;Illinois;60423;Central;OFF-AP-10000358;Office Supplies;Appliances;Fellowes Basic Home/Office Series Surge Protectors;20,77;8;0,8;-52,96;41,495;-87,848;[41,495,-87,848]
6920;CA-2015-102806;21.05.2018;28.05.2018;Standard Class;HG-14965;Henry Goldwyn;Corporate;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10001597;Office Supplies;Binders;"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue";24,59;2;0,7;-18,03;39,952;-75,163;[39,952,-75,163]
5337;CA-2015-169278;21.05.2018;25.05.2018;Standard Class;ME-18010;Michelle Ellison;Corporate;United States;Seattle;Washington;98105;West;OFF-BI-10001636;Office Supplies;Binders;Ibico Plastic and Wire Spiral Binding Combs;26,98;4;0,2;8,77;47,606;-122,332;[47,606,-122,332]
8103;CA-2015-149846;22.05.2018;26.05.2018;Standard Class;SB-20185;Sarah Brown;Consumer;United States;Los Angeles;California;90045;West;TEC-MA-10004002;Technology;Machines;Zebra GX420t Direct Thermal/Thermal Transfer Printer;2973,32;7;0,2;334,5;34,052;-118,243;[34,052,-118,243]
8105;CA-2015-149846;22.05.2018;26.05.2018;Standard Class;SB-20185;Sarah Brown;Consumer;United States;Los Angeles;California;90045;West;TEC-PH-10003645;Technology;Phones;Aastra 57i VoIP phone;775,73;6;0,2;58,18;34,052;-118,243;[34,052,-118,243]
8102;CA-2015-149846;22.05.2018;26.05.2018;Standard Class;SB-20185;Sarah Brown;Consumer;United States;Los Angeles;California;90045;West;OFF-LA-10004484;Office Supplies;Labels;Avery 476;8,26;2;0;3,8;34,052;-118,243;[34,052,-118,243]
8104;CA-2015-149846;22.05.2018;26.05.2018;Standard Class;SB-20185;Sarah Brown;Consumer;United States;Los Angeles;California;90045;West;OFF-ST-10002406;Office Supplies;Storage;Pizazz Global Quick File;104,79;7;0;29,34;34,052;-118,243;[34,052,-118,243]
7625;CA-2015-136805;23.05.2018;27.05.2018;Second Class;NM-18445;Nathan Mautz;Home Office;United States;Detroit;Michigan;48234;Central;OFF-AP-10001394;Office Supplies;Appliances;Harmony Air Purifier;850,5;5;0,1;245,7;42,331;-83,045;[42,331,-83,045]
3297;US-2015-110569;23.05.2018;30.05.2018;Standard Class;EB-13870;Emily Burns;Consumer;United States;Phoenix;Arizona;85023;West;OFF-BI-10001036;Office Supplies;Binders;Cardinal EasyOpen D-Ring Binders;19,19;7;0,7;-12,8;33,448;-112,074;[33,448,-112,074]
3298;US-2015-110569;23.05.2018;30.05.2018;Standard Class;EB-13870;Emily Burns;Consumer;United States;Phoenix;Arizona;85023;West;OFF-AP-10004708;Office Supplies;Appliances;Fellowes Superior 10 Outlet Split Surge Protector;121,79;4;0,2;13,7;33,448;-112,074;[33,448,-112,074]
5093;CA-2015-119102;23.05.2018;27.05.2018;Standard Class;KH-16690;Kristen Hastings;Corporate;United States;Woonsocket;Rhode Island;2895;East;OFF-ST-10004507;Office Supplies;Storage;Advantus Rolling Storage Box;51,45;3;0;13,89;42,002;-71,514;[42,002,-71,514]
786;CA-2015-154921;23.05.2018;28.05.2018;Standard Class;EA-14035;Erin Ashbrook;Corporate;United States;Columbia;South Carolina;29203;South;OFF-EN-10000056;Office Supplies;Envelopes;Cameo Buff Policy Envelopes;186,69;3;0;87,74;34;-81,034;[34,-81,034]
7626;CA-2015-136805;23.05.2018;27.05.2018;Second Class;NM-18445;Nathan Mautz;Home Office;United States;Detroit;Michigan;48234;Central;FUR-FU-10003724;Furniture;Furnishings;Westinghouse Clip-On Gooseneck Lamps;75,33;9;0;19,59;42,331;-83,045;[42,331,-83,045]
6899;US-2015-165512;24.05.2018;26.05.2018;Second Class;VS-21820;Vivek Sundaresam;Consumer;United States;Naperville;Illinois;60540;Central;FUR-CH-10002880;Furniture;Chairs;Global High-Back Leather Tilter, Burgundy;602,65;7;0,3;-163,58;41,785;-88,147;[41,785,-88,147]
6900;US-2015-165512;24.05.2018;26.05.2018;Second Class;VS-21820;Vivek Sundaresam;Consumer;United States;Naperville;Illinois;60540;Central;OFF-BI-10001249;Office Supplies;Binders;Avery Heavy-Duty EZD View Binder with Locking Rings;7,66;6;0,8;-13,02;41,785;-88,147;[41,785,-88,147]
9110;CA-2015-132941;25.05.2018;28.05.2018;First Class;MM-18280;Muhammed MacIntyre;Corporate;United States;Haltom City;Texas;76117;Central;TEC-AC-10003095;Technology;Accessories;Logitech G35 7.1-Channel Surround Sound Headset;207,98;2;0,2;36,4;32,799;-97,269;[32,799,-97,269]
4966;CA-2015-109708;25.05.2018;28.05.2018;Second Class;CY-12745;Craig Yedwab;Corporate;United States;Columbia;Tennessee;38401;South;TEC-PH-10001944;Technology;Phones;Wi-Ex zBoost YX540 Cellular Phone Signal Booster;467,04;4;0,2;58,38;35,615;-87,035;[35,615,-87,035]
1296;CA-2015-138898;25.05.2018;29.05.2018;Standard Class;JH-16180;Justin Hirsh;Consumer;United States;Pueblo;Colorado;81001;West;OFF-AP-10004487;Office Supplies;Appliances;Kensington 4 Outlet MasterPiece Compact Power Control Center;845,73;13;0,2;84,57;38,254;-104,609;[38,254,-104,609]
9108;CA-2015-132941;25.05.2018;28.05.2018;First Class;MM-18280;Muhammed MacIntyre;Corporate;United States;Haltom City;Texas;76117;Central;OFF-SU-10002557;Office Supplies;Supplies;Fiskars Spring-Action Scissors;22,37;2;0,2;1,68;32,799;-97,269;[32,799,-97,269]
9109;CA-2015-132941;25.05.2018;28.05.2018;First Class;MM-18280;Muhammed MacIntyre;Corporate;United States;Haltom City;Texas;76117;Central;OFF-PA-10002160;Office Supplies;Paper;Xerox 1978;32,37;7;0,2;11,73;32,799;-97,269;[32,799,-97,269]
4572;US-2015-152128;25.05.2018;27.05.2018;Second Class;NM-18445;Nathan Mautz;Home Office;United States;Wichita;Kansas;67212;Central;OFF-BI-10001718;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;127,96;2;0;60,14;37,692;-97,337;[37,692,-97,337]
4571;US-2015-152128;25.05.2018;27.05.2018;Second Class;NM-18445;Nathan Mautz;Home Office;United States;Wichita;Kansas;67212;Central;OFF-AR-10002445;Office Supplies;Art;SANFORD Major Accent Highlighters;21,24;3;0;8,07;37,692;-97,337;[37,692,-97,337]
1937;CA-2015-141768;25.05.2018;27.05.2018;Second Class;NP-18685;Nora Pelletier;Home Office;United States;San Francisco;California;94109;West;FUR-FU-10002268;Furniture;Furnishings;Ultra Door Push Plate;14,73;3;0;4,86;37,774;-122,419;[37,774,-122,419]
9577;CA-2015-143147;26.05.2018;28.05.2018;Second Class;PS-18760;Pamela Stobb;Consumer;United States;San Antonio;Texas;78207;Central;TEC-MA-10004679;Technology;Machines;StarTech.com 10/100 VDSL2 Ethernet Extender Kit;399,54;2;0,4;-79,91;29,424;-98,493;[29,424,-98,493]
9576;CA-2015-143147;26.05.2018;28.05.2018;Second Class;PS-18760;Pamela Stobb;Consumer;United States;San Antonio;Texas;78207;Central;FUR-CH-10000863;Furniture;Chairs;Novimex Swivel Fabric Task Chair;105,69;1;0,3;-28,69;29,424;-98,493;[29,424,-98,493]
9578;CA-2015-143147;26.05.2018;28.05.2018;Second Class;PS-18760;Pamela Stobb;Consumer;United States;San Antonio;Texas;78207;Central;FUR-CH-10004754;Furniture;Chairs;Global Stack Chair with Arms, Black;104,93;5;0,3;-4,5;29,424;-98,493;[29,424,-98,493]
4606;US-2015-113327;26.05.2018;29.05.2018;Second Class;BF-11170;Ben Ferrer;Home Office;United States;Jacksonville;North Carolina;28540;South;TEC-AC-10003628;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;167,94;7;0,2;50,38;34,754;-77,43;[34,754,-77,43]
4605;US-2015-113327;26.05.2018;29.05.2018;Second Class;BF-11170;Ben Ferrer;Home Office;United States;Jacksonville;North Carolina;28540;South;OFF-EN-10004459;Office Supplies;Envelopes;Security-Tint Envelopes;12,22;2;0,2;4,43;34,754;-77,43;[34,754,-77,43]
4603;US-2015-113327;26.05.2018;29.05.2018;Second Class;BF-11170;Ben Ferrer;Home Office;United States;Jacksonville;North Carolina;28540;South;OFF-PA-10003790;Office Supplies;Paper;Xerox 1991;18,27;1;0,2;5,94;34,754;-77,43;[34,754,-77,43]
4604;US-2015-113327;26.05.2018;29.05.2018;Second Class;BF-11170;Ben Ferrer;Home Office;United States;Jacksonville;North Carolina;28540;South;OFF-PA-10003134;Office Supplies;Paper;Xerox 1937;153,73;4;0,2;53,8;34,754;-77,43;[34,754,-77,43]
7295;CA-2015-148964;26.05.2018;31.05.2018;Standard Class;RD-19900;Ruben Dartt;Consumer;United States;Bellevue;Washington;98006;West;FUR-FU-10003849;Furniture;Furnishings;DAX Metal Frame, Desktop, Stepped-Edge;20,24;1;0;7,89;47,61;-122,2;[47,61,-122,2]
4609;CA-2015-135020;28.05.2018;02.06.2018;Standard Class;MS-17770;Maxwell Schwartz;Consumer;United States;Rochester;New York;14609;East;OFF-BI-10000605;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";6,1;2;0,2;2,06;43,154;-77,615;[43,154,-77,615]
4610;CA-2015-135020;28.05.2018;02.06.2018;Standard Class;MS-17770;Maxwell Schwartz;Consumer;United States;Rochester;New York;14609;East;OFF-PA-10004255;Office Supplies;Paper;Xerox 219;45,36;7;0;21,77;43,154;-77,615;[43,154,-77,615]
4608;CA-2015-135020;28.05.2018;02.06.2018;Standard Class;MS-17770;Maxwell Schwartz;Consumer;United States;Rochester;New York;14609;East;OFF-ST-10001490;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;535,41;3;0;160,62;43,154;-77,615;[43,154,-77,615]
8387;CA-2015-149601;28.05.2018;03.06.2018;Standard Class;TB-21625;Trudy Brown;Consumer;United States;Manchester;Connecticut;6040;East;OFF-ST-10001558;Office Supplies;Storage;Acco Perma 4000 Stacking Storage Drawers;16,24;1;0;2,44;41,775;-72,521;[41,775,-72,521]
8388;CA-2015-149601;28.05.2018;03.06.2018;Standard Class;TB-21625;Trudy Brown;Consumer;United States;Manchester;Connecticut;6040;East;OFF-ST-10001328;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;77,55;5;0;21,71;41,775;-72,521;[41,775,-72,521]
157;CA-2015-118948;28.05.2018;03.06.2018;Standard Class;NK-18490;Neil Knudson;Home Office;United States;Seattle;Washington;98105;West;OFF-AR-10001547;Office Supplies;Art;Newell 311;6,63;3;0;1,79;47,606;-122,332;[47,606,-122,332]
1344;CA-2015-131758;28.05.2018;01.06.2018;Standard Class;KB-16315;Karl Braun;Consumer;United States;Freeport;New York;11520;East;OFF-AR-10000411;Office Supplies;Art;Boston 16701 Slimline Battery Pencil Sharpener;47,82;3;0;14,35;40,657;-73,583;[40,657,-73,583]
1345;CA-2015-131758;28.05.2018;01.06.2018;Standard Class;KB-16315;Karl Braun;Consumer;United States;Freeport;New York;11520;East;OFF-LA-10000262;Office Supplies;Labels;Avery 494;13,05;5;0;6;40,657;-73,583;[40,657,-73,583]
4607;CA-2015-135020;28.05.2018;02.06.2018;Standard Class;MS-17770;Maxwell Schwartz;Consumer;United States;Rochester;New York;14609;East;TEC-PH-10004093;Technology;Phones;Panasonic Kx-TS550;45,99;1;0;13,34;43,154;-77,615;[43,154,-77,615]
9372;CA-2015-111339;29.05.2018;31.05.2018;First Class;VP-21760;Victoria Pisteka;Corporate;United States;Columbus;Ohio;43229;East;FUR-CH-10000863;Furniture;Chairs;Novimex Swivel Fabric Task Chair;317,06;3;0,3;-86,06;39,961;-82,998;[39,961,-82,998]
9371;CA-2015-111339;29.05.2018;31.05.2018;First Class;VP-21760;Victoria Pisteka;Corporate;United States;Columbus;Ohio;43229;East;FUR-FU-10002506;Furniture;Furnishings;"Tensor ""Hersey Kiss"" Styled Floor Lamp";41,57;4;0,2;-4,16;39,961;-82,998;[39,961,-82,998]
9373;CA-2015-111339;29.05.2018;31.05.2018;First Class;VP-21760;Victoria Pisteka;Corporate;United States;Columbus;Ohio;43229;East;OFF-FA-10002988;Office Supplies;Fasteners;Ideal Clamps;8,04;5;0,2;2,91;39,961;-82,998;[39,961,-82,998]
9881;CA-2015-104297;29.05.2018;31.05.2018;First Class;CC-12100;Chad Cunningham;Home Office;United States;Cleveland;Ohio;44105;East;OFF-PA-10000474;Office Supplies;Paper;Easy-staple paper;85,06;3;0,2;28,71;41,499;-81,695;[41,499,-81,695]
946;CA-2015-120880;29.05.2018;03.06.2018;Standard Class;JL-15850;John Lucas;Consumer;United States;Seattle;Washington;98105;West;OFF-BI-10002931;Office Supplies;Binders;"Avery Trapezoid Extra Heavy Duty 4"" Binders";167,76;5;0,2;62,91;47,606;-122,332;[47,606,-122,332]
944;CA-2015-120880;29.05.2018;03.06.2018;Standard Class;JL-15850;John Lucas;Consumer;United States;Seattle;Washington;98105;West;OFF-PA-10004101;Office Supplies;Paper;Xerox 1894;32,4;5;0;15,55;47,606;-122,332;[47,606,-122,332]
945;CA-2015-120880;29.05.2018;03.06.2018;Standard Class;JL-15850;John Lucas;Consumer;United States;Seattle;Washington;98105;West;OFF-ST-10001496;Office Supplies;Storage;Standard Rollaway File with Lock;540,57;3;0;140,55;47,606;-122,332;[47,606,-122,332]
9446;CA-2015-168277;29.05.2018;03.06.2018;Standard Class;KB-16315;Karl Braun;Consumer;United States;Indianapolis;Indiana;46203;Central;OFF-LA-10004484;Office Supplies;Labels;Avery 476;12,39;3;0;5,7;39,768;-86,158;[39,768,-86,158]
9553;CA-2015-163923;30.05.2018;03.06.2018;Standard Class;BD-11560;Brendan Dodson;Home Office;United States;Springfield;Virginia;22153;South;TEC-AC-10000358;Technology;Accessories;ImationÿSecureÿDriveÿ+ Hardware Encrypted USBÿflash driveÿ- 16 GB;151,96;4;0;36,47;38,789;-77,187;[38,789,-77,187]
5514;CA-2015-103177;30.05.2018;01.06.2018;First Class;EN-13780;Edward Nazzal;Consumer;United States;New York City;New York;10009;East;TEC-PH-10001795;Technology;Phones;RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting;239,97;3;0;2,4;40,714;-74,005;[40,714,-74,005]
5516;CA-2015-103177;30.05.2018;01.06.2018;First Class;EN-13780;Edward Nazzal;Consumer;United States;New York City;New York;10009;East;TEC-PH-10001527;Technology;Phones;Plantronics MX500i Earset;128,85;3;0;3,87;40,714;-74,005;[40,714,-74,005]
5515;CA-2015-103177;30.05.2018;01.06.2018;First Class;EN-13780;Edward Nazzal;Consumer;United States;New York City;New York;10009;East;OFF-AP-10004540;Office Supplies;Appliances;Eureka The Boss Lite 10-Amp Upright Vacuum, Blue;160,32;2;0;44,89;40,714;-74,005;[40,714,-74,005]
9477;CA-2015-100818;31.05.2018;05.06.2018;Second Class;JM-15265;Janet Molinari;Corporate;United States;Chicago;Illinois;60653;Central;FUR-FU-10002703;Furniture;Furnishings;"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""";51,56;2;0,6;-61,87;41,85;-87,65;[41,85,-87,65]
9478;CA-2015-100818;31.05.2018;05.06.2018;Second Class;JM-15265;Janet Molinari;Corporate;United States;Chicago;Illinois;60653;Central;OFF-BI-10004364;Office Supplies;Binders;Storex Dura Pro Binders;3,56;3;0,8;-6,24;41,85;-87,65;[41,85,-87,65]
9475;CA-2015-100818;31.05.2018;05.06.2018;Second Class;JM-15265;Janet Molinari;Corporate;United States;Chicago;Illinois;60653;Central;OFF-LA-10000443;Office Supplies;Labels;Avery 501;5,9;2;0,2;1,99;41,85;-87,65;[41,85,-87,65]
7379;CA-2015-136224;31.05.2018;31.05.2018;Same Day;ML-18265;Muhammed Lee;Consumer;United States;Fayetteville;North Carolina;28314;South;OFF-AR-10003504;Office Supplies;Art;Newell 347;10,27;3;0,2;1,16;35,052;-78,878;[35,052,-78,878]
9476;CA-2015-100818;31.05.2018;05.06.2018;Second Class;JM-15265;Janet Molinari;Corporate;United States;Chicago;Illinois;60653;Central;OFF-PA-10001125;Office Supplies;Paper;Xerox 1988;173,49;7;0,2;54,21;41,85;-87,65;[41,85,-87,65]
9783;CA-2015-149748;31.05.2018;02.06.2018;Second Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Paterson;New Jersey;7501;East;OFF-PA-10002120;Office Supplies;Paper;Xerox 1889;274,8;5;0;134,65;40,916;-74,171;[40,916,-74,171]
9784;CA-2015-149748;31.05.2018;02.06.2018;Second Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Paterson;New Jersey;7501;East;OFF-ST-10004340;Office Supplies;Storage;Fellowes Mobile File Cart, Black;62,18;1;0;16,79;40,916;-74,171;[40,916,-74,171]
2561;CA-2015-147788;31.05.2018;04.06.2018;Standard Class;TM-21010;Tamara Manning;Consumer;United States;Orem;Utah;84057;West;OFF-ST-10000046;Office Supplies;Storage;Fellowes Super Stor/Drawer Files;323,1;2;0;61,39;40,296;-111,694;[40,296,-111,694]
2560;CA-2015-147788;31.05.2018;04.06.2018;Standard Class;TM-21010;Tamara Manning;Consumer;United States;Orem;Utah;84057;West;OFF-LA-10003766;Office Supplies;Labels;Self-Adhesive Removable Labels;15,75;5;0;7,56;40,296;-111,694;[40,296,-111,694]
7748;CA-2015-156153;31.05.2018;02.06.2018;Second Class;CW-11905;Carl Weiss;Home Office;United States;Long Beach;New York;11561;East;OFF-FA-10003472;Office Supplies;Fasteners;Bagged Rubber Bands;7,56;6;0;0,3;40,588;-73,657;[40,588,-73,657]
2559;CA-2015-147788;31.05.2018;04.06.2018;Standard Class;TM-21010;Tamara Manning;Consumer;United States;Orem;Utah;84057;West;FUR-BO-10004357;Furniture;Bookcases;O'Sullivan Living Dimensions 3-Shelf Bookcases;1406,86;7;0;140,69;40,296;-111,694;[40,296,-111,694]
6885;CA-2015-120677;31.05.2018;04.06.2018;Standard Class;BD-11320;Bill Donatelli;Consumer;United States;Minneapolis;Minnesota;55407;Central;FUR-CH-10002320;Furniture;Chairs;Hon Pagoda Stacking Chairs;2567,84;8;0;770,35;44,979;-93,263;[44,979,-93,263]
9785;CA-2015-149748;31.05.2018;02.06.2018;Second Class;EM-13825;Elizabeth Moffitt;Corporate;United States;Paterson;New Jersey;7501;East;FUR-FU-10001847;Furniture;Furnishings;Eldon Image Series Black Desk Accessories;8,28;2;0;2,98;40,916;-74,171;[40,916,-74,171]
913;CA-2015-133627;31.05.2018;07.06.2018;Standard Class;SC-20050;Sample Company A;Home Office;United States;Norwich;Connecticut;6360;East;FUR-FU-10001935;Furniture;Furnishings;3M Hangers With Command Adhesive;22,2;6;0;9,1;41,524;-72,075;[41,524,-72,075]
154;CA-2015-124919;31.05.2018;02.06.2018;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;95123;West;OFF-PA-10001950;Office Supplies;Paper;Southworth 25% Cotton Antique Laid Paper & Envelopes;58,38;7;0;26,27;37,339;-121,894;[37,339,-121,894]
155;CA-2015-124919;31.05.2018;02.06.2018;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;95123;West;OFF-PA-10002254;Office Supplies;Paper;Xerox 1883;105,52;4;0;48,54;37,339;-121,894;[37,339,-121,894]
156;CA-2015-124919;31.05.2018;02.06.2018;First Class;SP-20650;Stephanie Phelps;Corporate;United States;San Jose;California;95123;West;OFF-ST-10001590;Office Supplies;Storage;Tenex Personal Project File with Scoop Front Design, Black;80,88;6;0;21,03;37,339;-121,894;[37,339,-121,894]
3969;US-2015-163685;01.06.2018;05.06.2018;Standard Class;KE-16420;Katrina Edelman;Corporate;United States;San Antonio;Texas;78207;Central;OFF-BI-10001890;Office Supplies;Binders;Avery Poly Binder Pockets;5,73;8;0,8;-9,16;29,424;-98,493;[29,424,-98,493]
3970;US-2015-163685;01.06.2018;05.06.2018;Standard Class;KE-16420;Katrina Edelman;Corporate;United States;San Antonio;Texas;78207;Central;OFF-PA-10002606;Office Supplies;Paper;Xerox 1928;42,24;10;0,2;13,2;29,424;-98,493;[29,424,-98,493]
9095;US-2015-132836;01.06.2018;05.06.2018;Standard Class;AJ-10945;Ashley Jarboe;Consumer;United States;Detroit;Michigan;48227;Central;OFF-BI-10004224;Office Supplies;Binders;Catalog Binders with Expanding Posts;403,68;6;0;181,66;42,331;-83,045;[42,331,-83,045]
9097;US-2015-132836;01.06.2018;05.06.2018;Standard Class;AJ-10945;Ashley Jarboe;Consumer;United States;Detroit;Michigan;48227;Central;OFF-LA-10004178;Office Supplies;Labels;Avery 491;28,91;7;0;13,3;42,331;-83,045;[42,331,-83,045]
9094;US-2015-132836;01.06.2018;05.06.2018;Standard Class;AJ-10945;Ashley Jarboe;Consumer;United States;Detroit;Michigan;48227;Central;TEC-PH-10001299;Technology;Phones;Polycom CX300 Desktop Phone USB VoIP phone;299,98;2;0;83,99;42,331;-83,045;[42,331,-83,045]
9096;US-2015-132836;01.06.2018;05.06.2018;Standard Class;AJ-10945;Ashley Jarboe;Consumer;United States;Detroit;Michigan;48227;Central;TEC-PH-10001300;Technology;Phones;iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4;41,9;2;0;11,73;42,331;-83,045;[42,331,-83,045]
9565;CA-2015-161242;01.06.2018;08.06.2018;Standard Class;CG-12040;Catherine Glotzbach;Home Office;United States;Los Angeles;California;90045;West;OFF-PA-10001838;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";11,76;2;0;5,76;34,052;-118,243;[34,052,-118,243]
1817;CA-2015-164833;04.06.2018;04.06.2018;Same Day;LL-16840;Lauren Leatherbury;Consumer;United States;Seattle;Washington;98105;West;OFF-AR-10004685;Office Supplies;Art;Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set;9,26;2;0;3,06;47,606;-122,332;[47,606,-122,332]
1816;CA-2015-164833;04.06.2018;04.06.2018;Same Day;LL-16840;Lauren Leatherbury;Consumer;United States;Seattle;Washington;98105;West;OFF-LA-10000443;Office Supplies;Labels;Avery 501;7,38;2;0;3,47;47,606;-122,332;[47,606,-122,332]
3362;US-2015-142020;04.06.2018;08.06.2018;Second Class;TC-21535;Tracy Collins;Home Office;United States;New York City;New York;10024;East;FUR-FU-10000672;Furniture;Furnishings;"Executive Impressions 10"" Spectator Wall Clock";35,28;3;0;12;40,714;-74,005;[40,714,-74,005]
3361;US-2015-142020;04.06.2018;08.06.2018;Second Class;TC-21535;Tracy Collins;Home Office;United States;New York City;New York;10024;East;OFF-PA-10004569;Office Supplies;Paper;"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page";30,44;4;0;14,31;40,714;-74,005;[40,714,-74,005]
7250;CA-2015-158491;04.06.2018;09.06.2018;Second Class;BP-11155;Becky Pak;Consumer;United States;Los Angeles;California;90008;West;TEC-AC-10001874;Technology;Accessories;Logitech Wireless Anywhere Mouse MX for PC and Mac;119,98;2;0;35,99;34,052;-118,243;[34,052,-118,243]
7251;CA-2015-158491;04.06.2018;09.06.2018;Second Class;BP-11155;Becky Pak;Consumer;United States;Los Angeles;California;90008;West;TEC-AC-10003870;Technology;Accessories;LogitechÿZ-906 Speaker sys - home theater - 5.1-CH;989,97;3;0;395,99;34,052;-118,243;[34,052,-118,243]
6559;CA-2015-166947;05.06.2018;10.06.2018;Standard Class;EB-13750;Edward Becker;Corporate;United States;Buffalo;New York;14215;East;FUR-CH-10004997;Furniture;Chairs;Hon Every-Day Series Multi-Task Chairs;1522,64;9;0,1;169,18;42,886;-78,878;[42,886,-78,878]
8829;CA-2015-115168;05.06.2018;09.06.2018;Standard Class;BB-11545;Brenda Bowman;Corporate;United States;Saint Charles;Missouri;63301;Central;OFF-PA-10000528;Office Supplies;Paper;Xerox 1981;10,56;2;0;4,75;38,783;-90,481;[38,783,-90,481]
8537;CA-2015-157343;07.06.2018;11.06.2018;Standard Class;HD-14785;Harold Dahlen;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-BI-10003707;Office Supplies;Binders;Aluminum Screw Posts;18,31;4;0,7;-12,21;39,952;-75,163;[39,952,-75,163]
8539;CA-2015-157343;07.06.2018;11.06.2018;Standard Class;HD-14785;Harold Dahlen;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-AR-10003183;Office Supplies;Art;Avery Fluorescent Highlighter Four-Color Set;8,02;3;0,2;1;39,952;-75,163;[39,952,-75,163]
8538;CA-2015-157343;07.06.2018;11.06.2018;Standard Class;HD-14785;Harold Dahlen;Home Office;United States;Philadelphia;Pennsylvania;19143;East;OFF-PA-10000552;Office Supplies;Paper;Xerox 200;25,92;5;0,2;9,07;39,952;-75,163;[39,952,-75,163]
2412;CA-2015-142041;07.06.2018;09.06.2018;Second Class;EM-13810;Eleni McCrary;Corporate;United States;Los Angeles;California;90036;West;OFF-BI-10004187;Office Supplies;Binders;3-ring staple pack;7,52;5;0,2;2,63;34,052;-118,243;[34,052,-118,243]
9165;CA-2015-164007;08.06.2018;12.06.2018;Standard Class;MG-17695;Maureen Gnade;Consumer;United States;Chicago;Illinois;60610;Central;OFF-AP-10003849;Office Supplies;Appliances;Hoover Shoulder Vac Commercial Portable Vacuum;143,13;2;0,8;-393,6;41,85;-87,65;[41,85,-87,65]
9822;CA-2015-162201;08.06.2018;12.06.2018;Standard Class;AG-10495;Andrew Gjertsen;Corporate;United States;Saint Petersburg;Florida;33710;South;OFF-BI-10002429;Office Supplies;Binders;Premier Elliptical Ring Binder, Black;18,26;2;0,7;-13,39;27,77;-82,679;[27,77,-82,679]
9164;CA-2015-164007;08.06.2018;12.06.2018;Standard Class;MG-17695;Maureen Gnade;Consumer;United States;Chicago;Illinois;60610;Central;TEC-AC-10003433;Technology;Accessories;Maxell 4.7GB DVD+R 5/Pack;2,38;3;0,2;0,74;41,85;-87,65;[41,85,-87,65]
9818;CA-2015-162201;08.06.2018;12.06.2018;Standard Class;AG-10495;Andrew Gjertsen;Corporate;United States;Saint Petersburg;Florida;33710;South;FUR-FU-10001185;Furniture;Furnishings;Advantus Employee of the Month Certificate Frame, 11 x 13-1/2;173,21;7;0,2;45,47;27,77;-82,679;[27,77,-82,679]
9820;CA-2015-162201;08.06.2018;12.06.2018;Standard Class;AG-10495;Andrew Gjertsen;Corporate;United States;Saint Petersburg;Florida;33710;South;OFF-LA-10001982;Office Supplies;Labels;Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set;9;3;0,2;3,15;27,77;-82,679;[27,77,-82,679]
9819;CA-2015-162201;08.06.2018;12.06.2018;Standard Class;AG-10495;Andrew Gjertsen;Corporate;United States;Saint Petersburg;Florida;33710;South;OFF-AR-10003856;Office Supplies;Art;Newell 344;4,45;2;0,2;0,33;27,77;-82,679;[27,77,-82,679]
